guide_id,disaster_type,title,content,easy_content,keywords,source
83,호우/침수,홍수 예·경보시 대비요령,하수도로 물이 나오면 전기차단기를 내리고 가스 밸브를 잠급시다.,하수도로 물이 나오면 전기차단기를 내리고 가스 밸브를 잠급시다.,호우 홍수 홍수 예·경보시 대비요령 호우/침수,자연재난 국민행동요령
84,호우/침수,물이 밀려들 때는,하천의 물이 갑자기 많아지는지를 주의 깊게 관찰합시다.,하천의 물이 갑자기 많아지는지를 주의 깊게 관찰합시다.,호우 홍수 물이 밀려들 때는 호우/침수,자연재난 국민행동요령
85,호우/침수,홍수 우려 때는,홍수 우려 때 피난 가능한 장소와 길을 미리 알아둡시다.,홍수 우려 때 피난 가능한 장소와 길을 미리 알아둡시다.,호우 홍수 홍수 우려 때는 호우/침수,자연재난 국민행동요령
86,호우/침수,홍수 예·경보시 대비요령,홍수 특보기준- 국토교통부 홍수통제소에서 수계별 주요지점 홍수 예-경보 기준수위에 따라 발령함,홍수 특보기준- 국토교통부 홍수통제소에서 수계별 주요지점 홍수 예-경보 기준수위에 따라 발령함,호우 홍수 홍수 예·경보시 대비요령 호우/침수,자연재난 국민행동요령
87,호우/침수,물이 빠진 후에는,홍수가 지나간 지역은 도로가 약해져서 무너질 수 있습니다.,홍수가 지나간 지역은 도로가 약해져서 무너질 수 있습니다.,호우 홍수 물이 빠진 후에는 호우/침수,자연재난 국민행동요령
88,호우/침수,물이 빠진 후에는,홍수로 밀려온 물에 몸이 젖었을 때 비누를 이용하여 깨끗이 씻읍시다.,홍수로 밀려온 물에 몸이 젖었을 때 비누를 이용하여 깨끗이 씻읍시다.,호우 홍수 물이 빠진 후에는 호우/침수,자연재난 국민행동요령
89,호우/침수,물이 밀려들 때는,홍수에 의하여 밀려온 물에 가까이 가지 않도록 주의합시다.,홍수에 의하여 밀려온 물에 가까이 가지 않도록 주의합시다.,호우 홍수 물이 밀려들 때는 호우/침수,자연재난 국민행동요령
90,호우/침수,홍수 우려 때는,"홍수피해가 예상되는 지역의 주민은 라디오나 TV, 인터넷, 스마트폰 등을 통해 기상변화를 알아 둡시다.","홍수피해가 예상되는 지역의 주민은 라디오나 TV, 인터넷, 스마트폰 등을 통해 기상변화를 알아 둡시다.",호우 홍수 홍수 우려 때는 호우/침수,자연재난 국민행동요령
91,호우/침수,물이 밀려들 때는,흐르는 물에 들어가지 맙시다.,흐르는 물에 들어가지 맙시다.,호우 홍수 물이 밀려들 때는 호우/침수,자연재난 국민행동요령
92,호우/침수,물이 빠진 후에는,흐르는 물에서는 약 15cm 깊이의 물에도 휩쓸려 갈 수 있습니다.,흐르는 물에서는 약 15cm 깊이의 물에도 휩쓸려 갈 수 있습니다.,호우 홍수 물이 빠진 후에는 호우/침수,자연재난 국민행동요령
93,,,,,,자연재난 국민행동요령
94,,,,,,자연재난 국민행동요령
95,,,,,,자연재난 국민행동요령
96,호우/침수,호우특보 중 행동요령,"- TV, 라디오 등을 통해 기상정보를 청취하여 내가 있는 지역의 상황을 지속적으로 파악하고, 주변에 있는 사람들에게 알려 줍니다.","TV, 라디오 등을 통해 기상정보를 청취하여 내가 있는 지역의 상황을 지속적으로 파악하고, 주변에 있는 사람들에게 알려 줍니다.",홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
97,호우/침수,호우특보 예보시 행동요령,"- TV, 라디오, 인터넷, 스마트폰의 안전디딤돌 앱 등으로 기상상황을 미리 파악하여 가족과 주변 사람들과 함께 공유하고 대비합니다.","TV, 라디오, 인터넷, 스마트폰의 안전디딤돌 앱 등으로 기상상황을 미리 파악하여 가족과 주변 사람들과 함께 공유하고 대비합니다.",홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
98,호우/침수,호우특보 중 행동요령,"- 가스 누출로 2차 피해가 발생할 수 있으므로 사전에 차단하고, 감전 위험이 있는 집 안팎의 전기시설은 만지지 않도록 합니다.","가스 누출로 2차 피해가 발생할 수 있으므로 사전에 차단하고, 감전 위험이 있는 집 안팎의 전기시설은 만지지 않도록 합니다.",홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
99,호우/침수,호우특보 예보시 행동요령,- 가정의 하수구나 집 주변의 배수구를 미리 점검하고 막힌 곳은 뚫어야 합니다.,가정의 하수구나 집 주변의 배수구를 미리 점검하고 막힌 곳은 뚫어야 합니다.,홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
100,호우/침수,호우 이후 행동요령,"- 가족과 지인에게 연락하여 안전 여부를 확인하고, 연락이 되지 않고 실종이 의심될 경우에는 가까운 경찰서에 신고합니다.","가족과 지인에게 연락하여 안전 여부를 확인하고, 연락이 되지 않고 실종이 의심될 경우에는 가까운 경찰서에 신고합니다.",홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
101,호우/침수,호우특보 중 행동요령,- 강풍으로 인해 피해를 입지 않도록 가급적 욕실과 같이 창문이 없는 방이나 집안의 제일 안쪽으로 이동합니다.,강풍으로 인해 피해를 입지 않도록 가급적 욕실과 같이 창문이 없는 방이나 집안의 제일 안쪽으로 이동합니다.,홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
102,호우/침수,호우특보 중 행동요령,"- 건물의 출입문, 창문은 닫아서 파손되지 않도록 하고, 창문이나 유리문에서 되도록 떨어져 있도록 합니다.","건물의 출입문, 창문은 닫아서 파손되지 않도록 하고, 창문이나 유리문에서 되도록 떨어져 있도록 합니다.",홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
103,호우/침수,호우 이후 행동요령,"- 고립된 지역에서는 무리하게 물을 건너지 말고, 119에 신고하거나 주변에 도움을 요청합니다.","고립된 지역에서는 무리하게 물을 건너지 말고, 119에 신고하거나 주변에 도움을 요청합니다.",홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
104,호우/침수,호우특보 중 행동요령,"- 공사장, 가로등, 신호등, 전신주, 지하 공간 등 위험지역에는 접근하지 않도록 합니다.","공사장, 가로등, 신호등, 전신주, 지하 공간 등 위험지역에는 접근하지 않도록 합니다.",홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
105,호우/침수,호우특보 예보시 행동요령,"- 공사장, 주변의 배수로, 빗물받이, 비탈면, 옹벽, 축대 등은 미리 점검합니다.","공사장, 주변의 배수로, 빗물받이, 비탈면, 옹벽, 축대 등은 미리 점검합니다.",홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
106,호우/침수,호우 사전준비,"- 기상특보나 홍수, 산사태 등 재난 예·경보를 수신할 수 있도록 TV, 라디오 등을 준비하고 스마트폰에 ‘안전디딤돌’ 앱 등을 미리 설치합니다.","기상특보나 홍수, 산사태 등 재난 예·경보를 수신할 수 있도록 TV, 라디오 등을 준비하고 스마트폰에 ‘안전디딤돌’ 앱 등을 미리 설치합니다.",홍수 호우 호우 사전준비 호우/침수,자연재난 국민행동요령
107,호우/침수,호우 사전준비,"- 내가 거주하거나 생활하는 지역의 홍수, 침수(저지대), 산사태, 해일 등 재해위험 요인을 미리 확인합니다.","내가 거주하거나 생활하는 지역의 홍수, 침수(저지대), 산사태, 해일 등 재해위험 요인을 미리 확인합니다.",홍수 호우 호우 사전준비 호우/침수,자연재난 국민행동요령
108,호우/침수,호우특보 예보시 행동요령,- 농경지는 배수로를 정비하여 피해를 예방합니다.,농경지는 배수로를 정비하여 피해를 예방합니다.,홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
109,호우/침수,호우특보 중 행동요령,- 농촌지역에서는 논둑이나 물꼬를 보러 나가지 않습니다.,농촌지역에서는 논둑이나 물꼬를 보러 나가지 않습니다.,홍수 호우 호우특보 중 행동요령 호우/침수,자연재난 국민행동요령
110,호우/침수,호우 이후 행동요령,- 대피 후 집으로 돌아온 경우 반드시 주택 등의 안전 여부를 확인하고 출입합니다.,대피 후 집으로 돌아온 경우 반드시 주택 등의 안전 여부를 확인하고 출입합니다.,홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
111,호우/침수,호우 사전준비,"- 대피경로는 하천변, 산길, 전신주나 변압기 주변 등은 피하도록 합니다.","대피경로는 하천변, 산길, 전신주나 변압기 주변 등은 피하도록 합니다.",홍수 호우 호우 사전준비 호우/침수,자연재난 국민행동요령
112,호우/침수,호우 이후 행동요령,- 물이 빠져나가고 있을 때에는 기름이나 동물 사체 등 오염된 경우가 많으므로 물에서 멀리 떨어져 있도록 합니다.,물이 빠져나가고 있을 때에는 기름이나 동물 사체 등 오염된 경우가 많으므로 물에서 멀리 떨어져 있도록 합니다.,홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
113,호우/침수,호우 사전준비,"- 비상상황이 예견될 때에는 가족이나 이웃과 함께 즉시 안전한 곳으로 이동할 수 있도록 하고, 가족이 각각 이동할 때를 대비하여 다시 만날 장소를 미리 정합니다.","비상상황이 예견될 때에는 가족이나 이웃과 함께 즉시 안전한 곳으로 이동할 수 있도록 하고, 가족이 각각 이동할 때를 대비하여 다시 만날 장소를 미리 정합니다.",홍수 호우 호우 사전준비 호우/침수,자연재난 국민행동요령
114,호우/침수,호우특보 예보시 행동요령,- 비상시 신속히 응급용품을 가지고 대피할 수 있도록 사전에 배낭 등에 모아둡니다.,비상시 신속히 응급용품을 가지고 대피할 수 있도록 사전에 배낭 등에 모아둡니다.,홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
115,호우/침수,호우 사전준비,"- 비상용품의 유효기간을 지속적으로 확인하여 교체하고, 대피장소, 대피경로 등에 대해서는 지속적으로 관심을 가지고 정비합니다.","비상용품의 유효기간을 지속적으로 확인하여 교체하고, 대피장소, 대피경로 등에 대해서는 지속적으로 관심을 가지고 정비합니다.",홍수 호우 호우 사전준비 호우/침수,자연재난 국민행동요령
116,호우/침수,호우특보 예보시 행동요령,"- 산간·계곡, 하천, 방파제 등에서 야영이나 물놀이를 멈추고 안전한 곳으로 대피합니다.","산간·계곡, 하천, 방파제 등에서 야영이나 물놀이를 멈추고 안전한 곳으로 대피합니다.",홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
117,호우/침수,호우특보 예보시 행동요령,"- 상수도 공급이 중단 될 수 있으므로, 욕조 등에 미리 물을 받아둡니다.","상수도 공급이 중단 될 수 있으므로, 욕조 등에 미리 물을 받아둡니다.",홍수 호우 호우특보 예보시 행동요령 호우/침수,자연재난 국민행동요령
118,호우/침수,호우 이후 행동요령,- 수돗물이나 저장되었던 식수는 오염 여부를 확인한 후에 사용합니다.,수돗물이나 저장되었던 식수는 오염 여부를 확인한 후에 사용합니다.,홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
119,호우/침수,호우 이후 행동요령,"- 쓰러진 농작물은 일으켜 세우고, 침수된 논과 밭을 배수할 때에는 작물에 묻은 흙, 오물 등을 깨끗한 물로 씻어내고 병해충 방제를 실시합니다.","쓰러진 농작물은 일으켜 세우고, 침수된 논과 밭을 배수할 때에는 작물에 묻은 흙, 오물 등을 깨끗한 물로 씻어내고 병해충 방제를 실시합니다.",홍수 호우 호우 이후 행동요령 호우/침수,자연재난 국민행동요령
